URL,Service,Location,Word Count,Meta Title Length,Meta Desc Length,H1 Unique,Meta Title Unique,Other Services Links,Nearby Locations Links,SEO Pass,Published
"https://www.articclean.it/servizi/pulizie-industriali/brescia","Pulizie Capannoni Industriali","Brescia",810,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/calcinato","Pulizie Capannoni Industriali","Calcinato",863,54,135,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/capriolo","Pulizie Capannoni Industriali","Capriolo",799,53,134,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/castenedolo","Pulizie Capannoni Industriali","Castenedolo",883,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/cazzago-san-martino","Pulizie Capannoni Industriali","Cazzago San Martino",795,64,145,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/chiari","Pulizie Capannoni Industriali","Chiari",870,51,132,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/concesio","Pulizie Capannoni Industriali","Concesio",803,53,134,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/desenzano-del-garda","Pulizie Capannoni Industriali","Desenzano del Garda",872,64,145,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/erbusco","Pulizie Capannoni Industriali","Erbusco",775,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/ghedi","Pulizie Capannoni Industriali","Ghedi",891,50,131,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/lonato-del-garda","Pulizie Capannoni Industriali","Lonato del Garda",817,61,142,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/lumezzane","Pulizie Capannoni Industriali","Lumezzane",863,54,135,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/manerbio","Pulizie Capannoni Industriali","Manerbio",816,53,134,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/mazzano","Pulizie Capannoni Industriali","Mazzano",850,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/montichiari","Pulizie Capannoni Industriali","Montichiari",777,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/orzinuovi","Pulizie Capannoni Industriali","Orzinuovi",885,54,135,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/palazzolo-sull-oglio","Pulizie Capannoni Industriali","Palazzolo sull'Oglio",777,65,146,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/rezzato","Pulizie Capannoni Industriali","Rezzato",886,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/roncadelle","Pulizie Capannoni Industriali","Roncadelle",803,55,136,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/rovato","Pulizie Capannoni Industriali","Rovato",858,51,132,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/salo","Pulizie Capannoni Industriali","Salò",791,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/sarezzo","Pulizie Capannoni Industriali","Sarezzo",886,52,133,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-industriali/travagliato","Pulizie Capannoni Industriali","Travagliato",798,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/bagnolo-mella","Pulizie Post Cantiere","Bagnolo Mella",817,50,131,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/bedizzole","Pulizie Post Cantiere","Bedizzole",785,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/brescia","Pulizie Post Cantiere","Brescia",843,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/calcinato","Pulizie Post Cantiere","Calcinato",752,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/capriolo","Pulizie Post Cantiere","Capriolo",852,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/castenedolo","Pulizie Post Cantiere","Castenedolo",736,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/cazzago-san-martino","Pulizie Post Cantiere","Cazzago San Martino",842,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/chiari","Pulizie Post Cantiere","Chiari",793,43,124,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/concesio","Pulizie Post Cantiere","Concesio",820,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/desenzano-del-garda","Pulizie Post Cantiere","Desenzano del Garda",764,56,137,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/erbusco","Pulizie Post Cantiere","Erbusco",846,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/ghedi","Pulizie Post Cantiere","Ghedi",758,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/lonato-del-garda","Pulizie Post Cantiere","Lonato del Garda",853,53,134,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/lumezzane","Pulizie Post Cantiere","Lumezzane",769,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/manerbio","Pulizie Post Cantiere","Manerbio",832,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/mazzano","Pulizie Post Cantiere","Mazzano",752,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/montichiari","Pulizie Post Cantiere","Montichiari",842,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/orzinuovi","Pulizie Post Cantiere","Orzinuovi",766,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/palazzolo-sull-oglio","Pulizie Post Cantiere","Palazzolo sull'Oglio",829,57,138,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/rezzato","Pulizie Post Cantiere","Rezzato",778,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/roncadelle","Pulizie Post Cantiere","Roncadelle",822,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/rovato","Pulizie Post Cantiere","Rovato",762,43,124,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/salo","Pulizie Post Cantiere","Salò",878,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/sarezzo","Pulizie Post Cantiere","Sarezzo",745,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-post-cantiere/travagliato","Pulizie Post Cantiere","Travagliato",822,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/bagnolo-mella","Pulizie Uffici","Bagnolo Mella",830,43,124,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/bedizzole","Pulizie Uffici","Bedizzole",877,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/brescia","Pulizie Uffici","Brescia",820,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/calcinato","Pulizie Uffici","Calcinato",908,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/capriolo","Pulizie Uffici","Capriolo",801,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/castenedolo","Pulizie Uffici","Castenedolo",872,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/cazzago-san-martino","Pulizie Uffici","Cazzago San Martino",836,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/chiari","Pulizie Uffici","Chiari",884,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/concesio","Pulizie Uffici","Concesio",773,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/desenzano-del-garda","Pulizie Uffici","Desenzano del Garda",926,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/erbusco","Pulizie Uffici","Erbusco",798,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/ghedi","Pulizie Uffici","Ghedi",894,35,116,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/lonato-del-garda","Pulizie Uffici","Lonato del Garda",853,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/lumezzane","Pulizie Uffici","Lumezzane",874,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/manerbio","Pulizie Uffici","Manerbio",800,38,119,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/mazzano","Pulizie Uffici","Mazzano",892,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/montichiari","Pulizie Uffici","Montichiari",798,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/orzinuovi","Pulizie Uffici","Orzinuovi",890,39,120,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/palazzolo-sull-oglio","Pulizie Uffici","Palazzolo sull'Oglio",819,50,131,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/rezzato","Pulizie Uffici","Rezzato",881,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/roncadelle","Pulizie Uffici","Roncadelle",799,40,121,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/rovato","Pulizie Uffici","Rovato",913,36,117,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/salo","Pulizie Uffici","Salò",799,34,115,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/sarezzo","Pulizie Uffici","Sarezzo",869,37,118,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/pulizie-uffici/travagliato","Pulizie Uffici","Travagliato",834,41,122,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/bagnolo-mella","Sanificazione Ambienti","Bagnolo Mella",802,51,132,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/bedizzole","Sanificazione Ambienti","Bedizzole",732,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/brescia","Sanificazione Ambienti","Brescia",831,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/calcinato","Sanificazione Ambienti","Calcinato",716,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/capriolo","Sanificazione Ambienti","Capriolo",795,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/castenedolo","Sanificazione Ambienti","Castenedolo",748,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/cazzago-san-martino","Sanificazione Ambienti","Cazzago San Martino",794,57,138,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/chiari","Sanificazione Ambienti","Chiari",733,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/concesio","Sanificazione Ambienti","Concesio",821,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/desenzano-del-garda","Sanificazione Ambienti","Desenzano del Garda",748,57,138,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/erbusco","Sanificazione Ambienti","Erbusco",791,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/ghedi","Sanificazione Ambienti","Ghedi",738,43,124,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/lonato-del-garda","Sanificazione Ambienti","Lonato del Garda",827,54,135,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/lumezzane","Sanificazione Ambienti","Lumezzane",723,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/manerbio","Sanificazione Ambienti","Manerbio",824,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/mazzano","Sanificazione Ambienti","Mazzano",714,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/montichiari","Sanificazione Ambienti","Montichiari",804,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/orzinuovi","Sanificazione Ambienti","Orzinuovi",765,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/palazzolo-sull-oglio","Sanificazione Ambienti","Palazzolo sull'Oglio",788,58,139,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/rezzato","Sanificazione Ambienti","Rezzato",744,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/roncadelle","Sanificazione Ambienti","Roncadelle",829,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/rovato","Sanificazione Ambienti","Rovato",731,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/salo","Sanificazione Ambienti","Salò",790,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/sarezzo","Sanificazione Ambienti","Sarezzo",749,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/travagliato","Sanificazione Ambienti","Travagliato",801,49,130,"YES","YES",3,4,"FAIL",true